V1	hmm_hmm1	hmm_hmm10	hmm_hmm11	hmm_hmm12	hmm_hmm13	hmm_hmm15	hmm_hmm16	hmm_hmm17	hmm_hmm18	hmm_hmm19	hmm_hmm2	hmm_hmm20	hmm_hmm21	hmm_hmm22	hmm_hmm23	hmm_hmm24	hmm_hmm25	hmm_hmm26	hmm_hmm27	hmm_hmm28	hmm_hmm29	hmm_hmm3	hmm_hmm30	hmm_hmm31	hmm_hmm4	hmm_hmm5	hmm_hmm6	hmm_hmm7	hmm_hmm8	hmm_hmm9	type
FLP_SRR3218408_NODE_2137_length_5160_cov_186.324868_g637_i1_1	230.8	102.3	99.3	75.8	56.5	303.4	113.5	247.8	285.7	365.5	102.2	123.0	325.7	428.4	121.5	106.1	95.2	158.9	158.6	284.6	366.4	71.8	199.1	241.3	57.5	76.7	109.2	49.2	67.8	108.4	AFLP
FLP_SRR3218408_NODE_882_length_6780_cov_4.459119_g523_i0_1	224.4	86.8	95.8	87.3	51.1	311.2	109.2	239.6	278.0	374.0	102.5	136.4	322.6	425.5	125.1	90.8	85.5	154.2	146.4	281.9	378.9	89.7	206.4	258.1	72.5	66.7	96.3	59.6	57.6	109.3	AFLP
FLP_SRR3218409_NODE_2867_length_4539_cov_154.005113_g1560_i1_1	234.9	109.5	115.9	91.4	66.2	315.7	132.6	255.9	287.6	425.6	130.4	149.5	341.5	439.8	143.0	110.1	89.2	174.1	174.1	300.7	377.9	79.7	221.3	257.1	66.5	90.2	123.9	60.4	77.9	127.2	AFLP
FLP_SRR3218409_NODE_633_length_7237_cov_174.059200_g369_i1_2	237.0	98.3	106.2	98.5	61.5	311.0	128.7	236.5	283.6	319.8	117.3	165.5	332.5	426.7	134.6	102.8	87.8	188.8	189.0	289.8	354.0	100.5	207.3	243.2	76.8	69.6	97.0	68.9	75.2	104.8	AFLP
FLP_SRR3218409_NODE_779_length_6845_cov_43.810406_g444_i0_1	234.6	99.3	87.4	77.8	58.7	311.6	125.8	218.5	277.7	319.7	94.3	139.8	320.8	392.3	119.5	94.3	74.1	161.5	161.1	285.1	343.2	85.6	203.7	246.1	65.7	71.2	104.8	45.9	61.0	104.2	AFLP
FLP_SRR3218422_NODE_2164_length_5156_cov_226.258847_g1171_i1_1	235.3	109.2	116.7	91.3	66.4	318.6	133.5	255.1	293.0	432.1	130.8	148.7	344.2	445.5	143.0	110.0	88.7	174.0	173.9	304.7	381.1	79.3	221.2	262.2	66.7	90.8	125.0	60.6	77.9	128.6	AFLP
FLP_SRR3218422_NODE_577_length_7497_cov_8.280714_g359_i0_1	233.7	92.6	101.9	66.1	52.3	262.4	130.6	212.7	234.3	324.0	105.4	161.1	322.2	405.2	144.2	89.9	52.7	151.9	143.8	259.9	341.3	96.1	203.0	232.3	72.7	94.7	96.8	69.2	57.9	119.5	AFLP
FLP_SRR3218422_NODE_646_length_7316_cov_173.430653_g401_i0_1	224.0	88.4	95.3	74.9	56.8	296.8	124.5	225.1	249.9	396.6	108.0	131.5	334.7	429.5	121.5	89.5	62.8	166.3	155.9	282.9	347.3	77.7	212.4	244.6	55.7	81.1	109.4	48.0	71.2	100.3	AFLP
FLP_SRR3218422_NODE_666_length_7248_cov_207.920771_g411_i1_2	236.5	98.8	106.3	97.8	61.9	310.7	129.4	236.5	282.7	317.7	117.6	166.4	333.3	426.8	135.3	103.8	89.1	190.0	190.2	290.2	354.7	101.0	208.0	245.0	77.5	69.8	97.3	68.2	76.1	105.4	AFLP
FLP_SRR3218422_NODE_809_length_6903_cov_8.360391_g496_i0_1	223.1	84.7	96.3	86.7	50.4	310.7	107.8	241.4	279.4	371.8	102.2	135.0	323.1	425.7	124.9	88.3	85.9	152.8	145.0	281.7	378.7	89.4	207.2	257.8	71.7	66.8	95.8	58.8	58.7	109.7	AFLP
FLP_SRR3303622_NODE_423_length_10437_cov_26.247398_g253_i0_1	362.6	102.1	142.5	86.6	81.9	607.6	148.2	405.1	458.6	335.6	150.8	207.4	482.5	351.5	174.5	138.5	148.2	255.4	258.2	493.5	283.5	90.1	292.9	404.6	103.2	103.4	118.7	90.3	70.7	138.9	mollusk_PKS
FLP_SRR3303622_NODE_9550_length_4428_cov_95.611404_g14_i3_1	367.8	115.5	150.9	81.6	90.2	592.3	137.0	384.4	454.7	269.4	157.1	204.0	489.1	346.1	182.6	142.1	154.0	267.9	269.0	493.6	264.1	94.4	280.2	422.2	93.7	106.0	119.1	108.7	77.9	142.2	mollusk_PKS
FLP_SRR331897_NODE_197_length_6440_cov_8.240257_g129_i0_2	283.0	76.9	108.5	90.2	90.0	340.9	155.2	265.6	259.6	476.2	135.5	198.3	328.4	470.6	142.4	109.5	109.3	191.5	191.7	318.4	361.7	96.3	253.7	259.3	83.9	79.4	102.0	77.8	60.4	121.2	AFLP
FLP_SRR331897_NODE_224_length_6184_cov_27.515408_g142_i0_1	283.2	79.3	106.9	92.3	90.5	342.1	140.0	258.6	275.0	382.2	130.0	179.3	327.7	462.6	138.3	113.7	100.5	185.9	185.9	308.7	367.5	94.0	241.9	263.2	85.6	86.5	101.9	81.9	65.5	118.3	AFLP
FLP_SRR3358325_NODE_1501_length_9632_cov_41.976491_g826_i1_2	195.3	38.0	50.2	60.6	18.8	185.4	75.9	138.4	179.1	184.2	67.9	63.9	247.5	303.1	79.7	15.3	43.8	132.1	131.4	219.9	283.3	24.3	170.3	207.1	28.2	21.7	48.6	26.1	23.7	51.5	AFLP
FLP_SRR3714583_NODE_373_length_6881_cov_24.356704_g231_i1_1	271.7	82.2	99.3	65.2	59.5	364.9	122.0	256.4	254.5	361.7	100.8	151.5	341.7	464.7	133.1	87.2	96.7	201.5	201.8	306.2	358.4	79.2	224.9	262.8	63.5	71.6	90.6	66.7	64.4	108.1	AFLP
FLP_SRR3928151_NODE_1078_length_5979_cov_29.624452_g790_i0_1	269.8	69.2	86.8	70.7	57.4	349.8	132.4	277.0	284.3	455.5	116.8	180.6	331.7	453.9	133.1	108.6	97.4	179.8	180.0	315.2	355.5	94.9	226.2	258.4	74.2	75.1	102.8	67.5	59.5	111.5	AFLP
FLP_SRR3928172_NODE_2046_length_5949_cov_99.754237_g1136_i1_2	269.8	69.2	86.8	70.7	57.4	349.8	132.4	276.8	284.1	456.1	116.8	180.0	331.7	453.6	133.1	108.6	97.4	179.8	180.1	315.9	355.5	94.9	226.2	258.4	74.2	75.1	102.8	67.5	59.5	111.5	AFLP
FLP_SRR5043294_NODE_3983_length_6199_cov_58.886223_g2105_i0_1	273.9	87.9	109.6	67.9	68.3	373.1	127.0	260.7	259.7	367.5	101.4	164.5	347.7	464.0	139.5	100.9	100.1	216.9	217.5	307.9	358.0	85.5	228.5	262.0	66.5	79.9	99.3	70.1	79.3	121.0	AFLP
FLP_SRR5110533_NODE_29242_length_1556_cov_13.398806_g14090_i0_1	271.6	77.8	96.4	87.4	71.9	353.2	151.1	255.9	256.7	402.0	106.9	163.5	322.3	445.0	119.5	103.4	102.6	180.3	180.3	292.9	347.5	91.1	224.7	253.9	79.8	85.6	85.6	70.9	73.0	108.5	AFLP
FLP_SRR6201763_NODE_12162_length_3518_cov_3.640639_g5156_i0_1	261.2	83.1	92.9	80.5	63.5	323.6	116.3	252.2	252.1	367.5	102.4	165.0	318.5	440.8	126.2	103.2	94.5	197.8	198.0	297.3	339.9	83.7	219.8	252.4	71.3	73.8	88.3	58.0	69.2	106.8	AFLP
FLP_SRR6246216_NODE_3303_length_5873_cov_11.500000_g1034_i3_1	244.7	70.7	100.0	83.8	62.1	341.2	135.4	252.8	261.9	431.5	118.1	179.5	321.7	438.0	126.6	121.6	100.1	163.8	163.7	295.9	325.2	93.0	221.4	246.1	73.4	88.5	102.4	75.0	65.7	122.6	AFLP
FLP_SRR6459618_NODE_235_length_6382_cov_298.674562_g149_i0_1	275.9	74.0	99.2	94.6	69.5	371.7	127.1	254.6	284.0	371.6	119.2	178.8	319.7	461.7	134.2	106.6	98.0	203.9	204.3	292.3	352.0	88.9	232.2	244.3	64.7	80.9	91.2	81.0	69.8	120.4	AFLP
FLP_SRR6832922_NODE_778_length_9057_cov_16.695049_g424_i0_1	235.3	77.8	83.9	97.0	54.7	255.0	110.9	217.5	226.3	284.2	110.5	137.8	298.5	336.9	123.7	90.1	99.2	140.6	140.5	250.5	293.5	79.9	212.2	257.0	75.7	65.6	81.1	55.4	54.0	93.5	AFLP
FLP_SRR6911218_NODE_809_length_5256_cov_2.849643_g331_i0_1	282.6	73.1	106.6	70.9	39.5	399.6	102.6	278.0	299.5	608.1	92.2	164.7	378.0	575.8	126.1	117.9	90.8	192.3	192.7	323.9	437.7	88.5	221.8	272.1	80.1	58.5	70.8	70.8	65.5	102.2	AFLP
FLP_SRR7138063_NODE_2197_length_4113_cov_154.756644_g551_i3_1	280.0	86.0	108.1	64.2	69.1	363.5	121.8	267.3	265.6	369.0	100.4	166.8	349.5	467.3	133.7	98.3	94.7	206.8	207.2	310.7	351.1	85.4	230.8	266.0	67.3	80.0	96.4	71.6	71.9	114.0	AFLP
FLP_SRR7369732_NODE_7855_length_5426_cov_174.956286_g2662_i2_1	205.7	84.0	83.5	71.4	50.8	258.8	118.6	215.6	211.0	315.2	102.3	139.3	258.3	358.6	104.7	93.8	82.5	139.7	139.5	244.5	289.2	42.5	184.2	199.3	52.9	55.7	90.0	61.5	57.3	93.5	AFLP
FLP_SRR7781178_NODE_1007_length_6142_cov_12.101592_g598_i0_1	253.8	80.5	89.7	73.0	60.4	324.1	114.4	252.8	247.4	426.2	100.1	164.6	327.8	448.1	120.2	103.1	105.4	195.2	195.5	286.6	342.5	80.1	220.0	244.9	69.5	80.8	88.0	51.1	65.8	111.7	AFLP
FLP_SRR7811718_NODE_1580_length_6673_cov_707.799848_g975_i1_2	263.0	67.4	101.3	95.1	77.0	364.5	126.3	247.3	279.5	427.9	124.2	172.3	313.0	456.8	134.0	100.6	91.4	202.1	202.5	293.0	345.3	82.0	222.5	243.1	67.6	83.9	95.4	80.1	69.5	119.2	AFLP
FLP_SRR826781_NODE_371_length_5515_cov_17.778632_g232_i0_1	238.1	97.6	108.2	82.4	67.5	318.5	130.1	236.5	268.8	406.2	108.9	145.7	342.5	447.1	127.3	99.1	71.3	170.4	170.4	299.5	360.0	89.2	218.4	255.3	66.3	94.6	110.1	53.6	72.4	113.4	AFLP
FLP_SRR826781_NODE_387_length_5473_cov_40.398046_g238_i1_1	223.6	88.2	107.1	87.2	60.1	326.8	101.2	246.5	282.9	378.5	102.6	134.7	335.9	431.9	129.1	88.1	93.7	160.9	160.7	291.2	378.5	84.8	215.2	241.0	65.7	71.9	107.6	63.9	52.1	112.9	AFLP
FLP_SRR826781_NODE_430_length_5338_cov_256.291927_g269_i0_1	234.6	110.5	122.5	90.2	69.1	324.1	129.0	258.1	297.8	405.3	130.6	158.6	348.2	449.4	147.8	113.5	84.8	169.5	165.6	303.5	379.6	84.2	221.5	255.0	65.5	84.9	129.6	66.3	82.9	130.2	AFLP
FLP_SRR826781_NODE_487_length_5202_cov_253.639627_g309_i0_1	224.0	104.4	119.0	85.2	73.3	308.3	122.4	250.3	276.7	432.9	129.9	157.4	335.6	447.3	139.4	106.2	74.7	156.9	150.4	286.4	392.9	79.3	207.8	247.3	67.6	80.1	122.1	64.2	78.5	124.3	AFLP
FLP_SRR8286397_NODE_18_length_9432_cov_21.047380_g10_i3_1	202.8	51.6	67.6	77.4	30.0	216.2	92.5	200.2	205.3	220.5	77.7	55.0	261.6	312.0	89.7	69.2	89.4	116.8	114.7	232.4	263.2	28.2	192.5	218.5	58.6	38.2	62.4	44.5	34.0	66.0	AFLP
FLP_SRR830638_NODE_12029_length_1707_cov_3.036188_g8492_i0_1	258.4	101.0	107.8	81.0	61.7	348.4	140.2	261.2	301.3	417.8	114.8	170.0	352.2	453.0	132.5	102.2	80.0	187.7	187.8	305.1	373.0	99.9	227.2	242.0	62.6	73.1	105.9	58.6	72.3	120.3	AFLP
FLP_SRR830638_NODE_435_length_5088_cov_3.566184_g317_i0_1	252.4	106.3	101.8	81.2	65.1	350.0	134.5	265.3	291.3	410.1	123.8	164.6	357.2	448.5	134.1	110.5	76.1	194.9	195.1	311.6	381.7	96.8	228.4	253.2	63.3	76.6	111.6	60.4	72.5	118.0	AFLP
FLP_SRR830644_NODE_5558_length_2502_cov_437.975132_g2030_i1_1	205.2	51.2	79.4	77.8	30.8	221.5	90.3	180.6	196.5	257.6	92.7	112.9	265.4	324.0	93.2	51.8	57.4	113.7	109.9	227.3	297.4	47.3	190.4	216.5	51.1	43.5	75.9	44.5	30.4	76.9	AFLP
FLP_SRR830645_NODE_411_length_5877_cov_10.770762_g281_i0_1	205.8	52.3	79.5	77.1	31.8	222.4	92.9	182.2	196.2	259.5	92.2	113.1	267.0	326.3	95.2	52.1	57.2	115.7	112.8	228.4	296.9	47.4	193.1	217.0	51.5	44.8	78.0	46.2	31.4	77.5	AFLP
FLP_SRR8318345_NODE_14_length_5854_cov_2419.443868_g2_i0_2	250.0	73.7	104.0	82.8	72.9	291.5	124.5	264.6	246.1	405.8	123.7	185.1	310.6	439.9	132.4	115.4	89.7	175.6	175.7	287.1	328.0	92.7	206.2	226.9	72.7	83.6	105.2	83.0	63.1	124.9	AFLP
fungi_EWZ33944.1:15-446	342.3	62.4	121.5	62.1	85.8	680.4	164.6	407.0	472.1	292.4	110.5	165.5	598.5	330.0	146.4	135.7	141.0	295.3	297.1	512.7	231.5	82.3	317.7	427.0	83.3	79.4	87.6	75.4	66.8	120.3	fungal_PKS
fungi_KAF3067611.1:11-430	362.3	102.7	122.7	84.6	78.2	708.1	197.8	444.0	498.2	421.3	138.8	206.0	664.4	385.1	169.0	153.3	152.8	336.7	338.8	540.9	290.6	117.2	356.9	447.9	90.1	98.6	111.2	84.3	85.7	138.3	fungal_PKS
fungi_KFX95549.1:110-532	370.7	99.1	119.0	85.5	75.6	732.7	181.1	445.2	504.6	384.8	136.2	224.1	654.6	342.0	165.4	155.7	169.0	314.8	316.7	538.5	267.5	95.7	339.4	440.4	97.2	85.6	109.7	66.9	90.6	132.1	fungal_PKS
fungi_KFY00590.1:39-437	352.1	91.7	103.8	79.4	65.6	681.5	152.8	428.0	485.9	342.0	118.1	200.9	603.4	317.8	140.0	136.1	154.3	295.8	297.6	506.3	254.7	78.8	303.7	408.1	92.6	71.8	97.1	53.1	79.6	116.0	fungal_PKS
fungi_KFY30861.1:153-575	376.7	105.5	120.2	88.1	78.5	738.5	181.0	444.7	512.7	377.8	144.0	224.7	658.5	349.7	169.2	156.6	173.5	310.5	312.3	544.8	275.3	99.2	342.5	449.5	96.6	86.4	113.1	62.6	90.8	134.7	fungal_PKS
fungi_KFY87076.1:127-549	376.0	104.2	122.2	90.4	79.0	735.2	179.1	449.5	510.0	372.7	142.2	227.4	656.5	345.8	168.4	161.1	170.7	310.2	312.1	541.9	274.8	99.0	342.4	450.7	97.8	83.5	110.4	63.5	89.4	135.7	fungal_PKS
fungi_OBT41454.1:122-544	379.1	104.8	122.1	90.5	80.1	735.7	179.1	447.9	511.9	376.9	144.0	227.5	658.2	346.3	169.4	160.3	173.8	308.8	310.6	543.9	276.1	99.7	343.6	449.7	97.6	86.2	111.0	63.3	91.1	136.2	fungal_PKS
fungi_OBT66167.1:126-548	378.4	104.2	122.1	89.9	78.5	735.2	180.3	447.8	510.9	378.9	144.5	229.2	659.0	347.2	169.2	161.1	172.2	310.8	312.6	543.0	278.0	99.5	342.3	450.1	97.2	86.9	111.9	65.1	91.1	137.1	fungal_PKS
fungi_OBT78885.1:122-544	377.2	105.4	123.8	90.8	80.2	736.7	178.7	451.9	512.1	377.3	144.3	229.2	658.5	347.7	169.7	165.3	176.2	310.4	312.3	543.9	278.3	99.8	342.7	451.3	98.0	86.1	111.0	64.5	91.0	137.2	fungal_PKS
fungi_OBT91272.1:123-545	378.3	103.8	124.8	90.7	81.4	735.7	179.7	451.0	512.3	375.0	146.3	231.1	659.7	348.5	169.8	162.7	170.4	309.8	311.6	543.9	279.2	100.2	344.0	452.2	98.1	88.2	111.1	66.0	91.0	137.8	fungal_PKS
fungi_ORX86871.1:10-487	387.4	103.4	122.0	84.2	91.2	773.0	207.5	482.2	535.3	394.8	129.0	197.9	688.7	365.2	167.4	148.0	158.5	348.3	350.4	588.4	260.0	100.0	372.4	484.9	103.6	91.6	113.1	90.7	95.0	146.6	fungal_PKS
fungi_PKK43198.1:11-430	361.3	102.5	123.6	84.4	78.3	707.5	196.1	439.8	495.9	413.8	139.0	205.8	666.5	385.6	169.7	151.8	151.9	336.8	338.8	542.1	291.5	117.2	357.6	449.0	89.6	98.0	111.3	84.3	85.2	139.0	fungal_PKS
fungi_QYT03520.1:11-430	363.3	102.4	124.2	84.1	78.3	708.9	196.2	440.6	498.3	414.5	139.9	209.5	667.3	387.9	170.3	151.6	152.3	337.3	339.4	541.9	294.7	117.1	357.8	449.1	89.5	98.3	111.2	83.9	84.9	139.8	fungal_PKS
fungi_XP_018125445.1:122-544	377.0	105.0	123.7	90.7	80.1	735.3	179.1	449.5	512.0	374.5	144.3	229.4	657.6	346.5	169.5	161.8	172.7	308.7	310.5	544.1	276.7	99.7	342.0	449.5	97.8	86.2	110.8	64.4	91.1	137.0	fungal_PKS
fungi_XP_024326590.1:118-540	373.8	106.6	124.9	91.3	78.6	735.3	181.8	452.8	509.2	368.2	145.0	231.1	657.5	345.6	171.5	163.6	169.5	305.0	306.7	543.0	275.8	100.2	342.7	449.0	98.2	89.9	110.5	65.7	92.1	138.6	fungal_PKS
GAA39911.1	92.7	176.2	332.2	143.5	196.3	31.2	55.1	132.4	142.9	6.0	379.2	445.0	110.8	67.9	527.6	261.3	179.7	116.2	106.9	115.2	56.2	154.5	140.9	87.3	170.0	240.9	230.7	220.3	202.2	339.4	FASII
GAV03091.1	114.4	226.9	502.0	244.6	353.7	104.9	106.3	211.8	225.1	13.9	512.3	614.4	158.7	118.9	644.0	409.5	254.9	171.5	151.4	166.5	91.3	215.5	173.1	139.5	272.0	379.4	348.6	297.4	289.9	508.0	FASII
GFO07685.1	208.4	76.1	101.6	70.9	53.6	286.1	99.3	249.3	175.2	436.8	94.2	158.7	276.3	366.6	116.4	118.9	88.0	145.6	146.2	233.2	265.8	96.5	208.8	184.6	64.4	63.4	79.6	61.8	72.0	103.2	AFLP
GFO07685.1._nrpspksdomains_ctg16_1_PKS_KS.1_	207.9	75.5	100.9	70.2	53.0	284.2	97.7	247.5	174.2	400.4	93.6	154.6	275.8	350.7	115.4	111.7	86.3	141.4	142.3	226.8	265.4	95.2	208.6	184.0	63.6	63.0	79.0	60.9	71.6	102.2	AFLP
GFR74467.1	286.6	70.5	95.2	67.2	65.1	394.2	96.3	285.9	289.8	513.3	102.3	171.2	392.4	491.6	118.5	113.4	101.9	182.6	182.9	336.3	357.9	89.9	219.4	281.8	72.5	70.4	71.5	67.0	58.2	106.3	AFLP
GFR74467.1._nrpspksdomains_ctg17_1_PKS_KS.1_	285.5	70.6	93.6	67.5	64.4	389.3	93.1	282.7	288.4	479.8	101.7	163.0	393.4	475.5	117.3	111.7	101.7	176.8	177.4	330.2	359.8	89.9	219.2	281.9	71.9	70.3	72.1	65.4	58.2	105.8	AFLP
JAV37359.1	122.5	215.3	481.5	251.8	319.3	110.0	117.5	227.8	222.3	16.2	494.4	650.7	144.9	113.4	693.0	409.6	232.7	175.7	157.4	173.7	85.4	228.2	188.4	141.5	282.6	396.1	368.2	277.1	276.7	523.1	FASII
KAB1283602.1	127.0	211.2	484.3	247.1	315.8	114.0	127.1	235.2	237.0	20.8	494.0	651.0	147.1	114.1	695.7	420.6	251.6	182.6	164.2	177.7	85.2	229.4	191.0	141.3	279.3	399.3	369.7	283.4	280.0	526.4	FASII
KAF0766251.1	145.0	243.6	446.4	225.0	327.9	83.7	96.3	198.4	239.0	12.3	498.1	608.2	165.8	127.1	613.7	371.9	226.4	177.4	154.9	168.5	109.8	217.8	172.9	148.9	280.5	371.0	365.5	289.5	283.9	482.4	FASII
KAF2357551.1	128.4	255.6	482.9	224.5	337.1	108.5	119.2	209.5	209.2	27.9	506.4	622.6	158.9	112.5	629.0	405.8	227.5	168.2	153.0	168.0	91.2	223.9	183.6	130.4	283.4	382.8	357.9	310.7	290.7	510.8	FASII
KAF2983820.1	121.5	226.3	504.2	245.0	341.3	122.9	120.5	226.0	223.1	21.8	524.9	661.1	157.5	121.3	706.6	419.8	234.3	197.7	176.7	170.7	95.7	233.3	191.0	142.0	288.7	409.9	390.3	300.8	314.3	535.0	FASII
KAF7221603.1	102.9	204.6	487.0	225.3	318.0	102.3	114.2	217.1	239.7	17.0	492.0	643.7	147.7	111.5	687.5	395.1	232.8	176.3	156.3	167.6	83.3	219.7	171.6	125.6	279.4	403.4	377.7	283.6	282.3	514.3	FASII
KAG7236742.1	111.7	210.5	475.4	241.6	311.3	95.1	117.7	217.4	232.2	11.3	486.5	627.1	148.1	113.0	687.8	382.8	217.9	176.0	156.9	171.0	87.5	218.8	170.9	127.3	277.1	404.8	382.9	287.1	279.2	511.1	FASII
KAG8105887.1	141.2	259.3	510.3	257.7	367.5	117.0	106.6	211.9	247.1	11.2	537.6	663.8	159.9	130.3	683.2	414.6	236.5	176.8	152.9	172.0	104.1	222.4	183.2	151.6	288.8	401.3	389.5	304.2	305.3	528.5	FASII
KAG8516198.1	127.1	211.6	485.2	237.5	315.5	107.6	113.7	224.2	224.8	10.8	494.5	646.5	144.3	112.5	697.9	404.7	231.4	176.7	156.2	169.8	86.5	231.2	185.6	140.2	280.4	391.5	367.3	279.9	275.5	522.2	FASII
KAG9335655.1	85.9	210.3	483.5	224.6	292.5	107.1	105.1	205.3	212.8	5.5	483.4	614.9	142.3	101.4	676.0	375.9	231.0	176.6	153.7	152.8	73.1	207.6	162.2	122.0	273.3	397.2	367.6	280.1	271.2	505.1	FASII
KAI2653198.1	95.7	216.9	489.1	232.8	314.0	111.8	126.3	211.8	221.4	13.3	498.6	636.7	149.7	108.7	693.2	398.4	233.6	185.2	166.3	167.6	85.1	224.5	173.9	127.8	278.2	413.8	388.6	280.6	290.3	528.3	FASII
KAI6656606.1	142.1	232.2	452.8	245.1	336.4	113.6	117.3	233.2	212.6	20.5	477.3	613.8	155.4	120.1	573.4	392.6	229.0	168.4	140.7	170.1	95.2	237.4	195.6	141.0	254.4	379.6	382.0	303.8	255.8	489.9	FASII
KAI8434740.1	135.8	249.6	512.7	256.1	352.8	102.7	102.2	214.4	244.8	9.3	518.5	659.3	147.6	120.6	680.9	417.3	246.5	181.9	161.5	166.4	95.0	222.1	178.1	139.4	293.2	394.9	372.3	303.1	299.6	518.6	FASII
KFV46534.1	123.8	235.6	508.6	259.1	350.0	131.1	122.5	228.6	230.9	23.1	530.7	668.2	158.9	121.6	709.1	424.9	239.3	197.5	176.9	171.3	98.6	238.9	195.6	141.7	295.0	412.8	395.8	305.0	322.1	545.8	FASII
KHJ45395.1	119.5	223.9	455.6	205.3	296.3	92.3	120.2	213.4	227.0	17.4	493.7	598.3	150.6	113.4	624.4	394.4	237.3	151.4	131.8	161.1	90.8	203.9	179.6	128.7	252.5	362.1	332.6	263.1	279.8	473.1	FASII
KJH50562.1	111.3	173.6	377.2	210.9	263.9	133.1	104.6	208.3	179.9	35.1	400.9	519.1	147.0	113.4	506.7	340.4	205.9	154.4	136.0	150.3	86.7	223.1	173.4	119.2	231.6	278.1	284.9	232.2	266.2	396.4	FASII
KMQ85616.1	117.4	252.6	556.1	222.4	389.5	114.8	115.7	217.4	256.1	8.5	503.3	678.6	141.8	122.0	585.2	479.2	277.5	179.4	161.4	151.2	102.3	234.2	159.3	133.0	280.4	489.3	476.9	325.0	277.6	629.6	FASII
KQK85415.1	122.0	226.9	508.1	246.4	342.3	132.2	120.2	235.3	226.0	21.7	527.8	661.4	157.0	117.7	708.2	430.5	228.3	189.6	171.1	170.4	87.7	235.7	193.2	140.6	285.3	413.7	389.2	299.4	313.3	539.6	FASII
KRX22819.1	114.3	218.4	439.6	213.4	287.3	97.5	107.4	209.1	219.1	14.1	456.4	557.1	148.4	120.9	629.5	374.3	246.2	154.7	135.9	163.7	96.3	217.4	179.3	119.6	245.1	319.9	309.5	272.7	223.5	426.9	FASII
KRY38309.1	100.0	209.4	363.2	155.6	267.9	82.7	91.2	181.9	196.5	6.9	444.7	547.2	131.2	76.7	620.4	360.4	230.7	132.4	127.4	147.9	64.8	146.0	161.3	109.0	197.9	253.4	288.1	253.9	166.3	343.9	FASII
KRZ16924.1	113.9	219.1	439.3	215.0	287.3	103.4	111.1	204.5	224.2	17.9	453.7	558.1	150.3	117.9	622.2	373.4	241.4	155.5	137.2	165.7	92.8	215.2	179.6	116.2	248.7	316.1	307.0	267.5	233.0	425.4	FASII
KTG09586.1	99.2	199.4	433.0	233.1	282.5	113.6	117.6	214.8	206.2	20.1	453.2	570.4	153.5	112.7	626.4	372.1	208.1	176.7	157.1	171.9	87.4	212.9	172.0	130.8	258.0	375.1	357.0	257.8	270.5	476.2	FASII
KXJ21149.1	117.3	201.7	413.8	217.0	291.1	108.5	126.3	214.7	198.1	17.5	443.8	523.2	144.1	106.7	516.9	358.9	191.8	153.2	133.9	160.2	75.5	229.9	182.4	133.3	249.7	382.6	339.0	249.5	282.8	458.1	FASII
molluskpks_SRR11248244_NODE_468_length_9218_cov_47.824299_g381_i0_1	358.1	90.4	143.9	91.9	86.8	616.9	176.8	389.2	469.5	277.3	152.7	217.7	494.8	345.2	190.2	143.9	127.6	306.0	307.4	516.4	262.5	106.0	307.1	675.8	107.9	111.2	101.0	79.6	75.6	152.1	mollusk_PKS
molluskpks_SRR11248244_NODE_512_length_8952_cov_13.716500_g406_i1_1	342.7	96.2	130.6	82.6	84.6	582.2	169.3	389.1	449.9	245.6	142.1	188.1	474.9	329.3	172.4	138.8	135.2	277.5	278.5	502.7	255.8	104.8	299.6	664.0	107.0	98.3	94.1	82.1	78.6	135.3	mollusk_PKS
molluskpks_SRR11248244_NODE_527_length_8835_cov_27.560665_g425_i0_1	384.2	113.4	147.7	97.9	102.8	678.8	206.2	429.4	497.7	321.6	160.1	234.2	520.9	372.5	187.2	158.2	157.5	335.3	337.1	575.1	284.3	115.1	341.2	731.6	109.3	111.3	95.6	113.5	80.9	151.8	mollusk_PKS
molluskpks_SRR12357918_NODE_76970_length_1584_cov_5.236482_g26082_i0_1	375.1	109.2	139.7	93.4	84.3	621.6	176.0	406.1	477.2	289.1	150.3	217.7	484.1	360.7	179.4	146.7	157.6	278.8	279.9	547.2	290.2	106.6	334.6	716.1	97.5	102.4	101.1	107.5	78.1	154.0	mollusk_PKS
molluskpks_SRR12357918_NODE_939_length_8938_cov_88.136461_g350_i0_1	363.3	91.6	132.2	88.2	82.5	652.7	164.5	413.4	498.8	282.1	149.3	226.9	484.1	348.3	172.5	147.0	144.9	301.1	302.4	542.5	273.9	101.9	308.2	697.3	103.6	94.4	87.4	97.2	82.1	140.3	mollusk_PKS
molluskpks_SRR1505138_NODE_18171_length_1600_cov_3.743391_g11573_i0_1	359.4	111.6	129.4	104.3	86.3	596.8	178.3	382.1	449.3	316.6	145.0	211.5	492.1	353.1	166.1	130.4	138.6	303.9	305.2	525.4	281.3	107.7	317.6	681.3	110.3	94.6	93.1	93.4	91.4	141.4	mollusk_PKS
molluskpks_SRR1505138_NODE_230_length_9340_cov_11.020235_g174_i1_2	354.8	112.4	124.7	91.2	92.2	595.3	180.3	410.9	467.5	313.2	146.6	212.7	474.8	338.0	162.7	125.9	139.0	296.2	297.5	521.7	258.3	109.7	316.2	666.7	102.8	98.6	79.9	88.2	88.8	136.2	mollusk_PKS
